,ano,estado_ibge,quantidade,valor_em_reais,estado,pib,codigo,area,população,idh,receita,despesa,natural_key
268,2011,33,1908,351462546.21,RJ,640185780,33,43750423,17159960,761,78488140.78862,67965548.69757,351462579.21
269,2012,33,1396,333485175.72,RJ,640185780,33,43750423,17159960,761,78488140.78862,67965548.69757,333485208.72
270,2013,33,1326,289040661.34,RJ,640185780,33,43750423,17159960,761,78488140.78862,67965548.69757,289040694.34
271,2005,43,384,49305232.89,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,49305275.89
272,2009,43,417,56172592.58,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,56172635.58
273,2010,43,537,69147505.12,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,69147548.12
274,2003,43,179,24521444.14,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,24521487.14
275,2004,43,266,39834566.98,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,39834609.98
276,2006,43,418,48775920.01,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,48775963.01
277,2007,43,471,59722687.04,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,59722730.04
278,2008,43,467,59783943.57,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,59783986.57
279,2011,43,525,72510630.59,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,72510673.59
280,2012,43,462,64295433.56,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,64295476.56
281,2013,43,567,71054784.68,RS,408645099,43,281707151,11329605,746,66397468.17915,62476279.34364,71054827.68
282,2009,35,1866,399415971.79,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,399416006.79
283,2003,35,1231,169157089.33,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,169157124.33
284,2004,35,1450,215266739.06,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,215266774.06
285,2005,35,1782,290287724.34,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,290287759.34
286,2006,35,2013,360753874.16,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,360753909.16
287,2007,35,1847,442010567.973,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,442010602.973
288,2008,35,2055,415104537.89,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,415104572.89
289,2010,35,2385,492106132.72,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,492106167.72
290,2011,35,2586,571786989.08,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,571787024.08
291,2012,35,2089,563265073.69,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,563265108.69
292,2013,35,2062,506570766.96,SP,2038004931,35,248219481,45538936,783,232822496.56706,231982243.69176,506570801.96
